18:d6:c7:4d:3b:ec,-71,-69,-66,-66,-65,-65,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-63,-63,-63,-63,-63,-63,-63,-63
c4:09:38:6d:3b:09,-48,-47,-45,-44,-44,-44,-44,-44,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43
f8:ab:05:4f:90:86,-61,-59,-58,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-56,-56,-57,-56,-56,-57,-56,-56,-56,-56,-56,-56,-56,-56
