18:d6:c7:4d:3b:ec,-60,-59,-59,-60,-59,-60,-59,-59,-59,-58,-58,-58,-58,-58,-58,-58,-58,-58,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57
c4:09:38:6d:3b:09,-65,-65,-63,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-61,-62,-62,-62,-61,-61,-61
f8:ab:05:4f:90:86,-69,-66,-64,-64,-63,-63,-63,-62,-62,-61,-61,-61,-61,-61,-61,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60
