70:0f:6a:c8:29:40,-74,-74,-75,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-74,-75,-74
70:0f:6a:de:c1:40,-75,-76,-77,-77,-76,-76,-76,-77,-77,-77,-76,-77,-76,-75,-76,-76,-77,-77
70:0f:6a:de:ba:60,-73,-73,-74,-73,-74,-73,-74,-74,-73,-73,-74,-73,-74,-74,-74,-74,-74
10:bd:18:c6:b7:a0,-82,-82,-83,-82,-83
