70:0f:6a:de:c1:40,-71,-71,-72,-72,-72,-72,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72
70:0f:6a:c8:29:40,-73,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-72,-73,-72,-73,-73,-73,-73,-73
70:0f:6a:de:ba:60,-77,-77,-77,-77,-77,-76,-77,-77,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77
10:bd:18:c6:b7:a0,-83,-83,-83
