C2:3B:C4:50:F8:6B,-68,-68,-68,-67,-73,-71,-74,-71,-71,-67,-66,-64,-64,-62,-70,-73,-71,-64,-64,-65,-76,-80,-76,-71,-75,-81,-67,-65,-67,-71,-71,-70,-70,-62,-62
CF:27:BE:19:4E:31,-85,-80,-82,-88,-101,-96,-91,-85,-85,-85,-87,-80,-88,-78,-79,-86,-85,-98,-84,-85,-88,-83,-82,-82,-83,-82,-82,-90,-92,-85,-84,-84,-90,-82
CA:D9:80:DE:59:61,-100,-96,-96,-100,-100,-97
CE:F1:1F:F8:97:20,-96,-92,-93,-92,-96,-100,-93,-97,-96,-91,-93,-93,-92,-92,-92,-94,-93
DF:5A:33:2A:96:47,-85,-87,-87,-90,-88,-92,-91,-80,-82,-83,-83,-84,-86,-84,-89,-85,-88,-88,-90,-90,-89,-90,-91,-84,-84,-86,-85,-90,-98,-85
DB:4F:6E:19:A2:52,-97,-93,-94,-93,-93,-94,-94,-101,-90,-89,-89,-91,-97,-92,-95,-98,-93
FC:B0:61:E1:7F:E2,-94,-94,-95,-105,-96,-98,-98,-98
