_id,gp25,gp26,gp27,gp28,gp29,gp30,gp31,gp32,gp33,gp34
615f71793d0c66082ceff054,,,,,,,,"[{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-51,-51,-46,-47,-47,-47,-47,-47,-46,-46,-46,-46,-46,-45,-45,-46,-46,-46,-44,-46,-46,-45,-45,-46,-46,-46,-46,-46,-46,-46,-46,-46]},{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-56,-53,-52,-51,-52,-51,-51,-52,-52,-51,-51,-52,-52,-52,-51,-51,-51,-51,-52,-52,-51,-52,-51,-51,-51,-51,-51,-51,-52,-52,-51,-52,-51,-51,-51]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-74,-77,-78,-77,-77,-77,-77,-77,-77,-77,-77,-77,-92,-77,-77,-77,-77,-77,-77,-77,-77,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77]}]",,
615f71793d0c66082ceff055,,,,,,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-43,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-44,-44,-45,-45,-45,-45,-45,-45,-45,-44,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-56,-53,-53,-52,-53,-53,-53,-53,-53,-53,-53,-53,-52,-53,-52,-52,-53,-53,-53,-52,-53,-53,-53,-53,-53,-53,-54,-54,-53,-52,-52,-53]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-72,-73,-73,-73,-92,-74,-73,-73,-73,-73,-73,-74,-74,-73,-74,-73,-73,-73,-73,-74,-74,-73,-92,-92,-73,-73,-74,-73,-73,-74,-73,-73,-73,-73,-73]}]",
615f71793d0c66082ceff056,,,,,,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-45,-44,-44,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-46,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-53,-58,-57,-57,-57,-54,-54,-54,-55,-55,-55,-55,-55,-54,-55,-55,-55,-55,-55,-54,-56,-55,-52,-56,-56,-54,-55,-55,-55,-55,-55,-55,-55]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-80,-77,-79,-79,-79,-78,-78,-78,-78,-78,-78,-78,-78,-79,-78,-78,-79,-78,-79,-80,-77,-79,-78,-78,-79,-79,-78,-78,-78,-77,-77,-77,-77,-77,-77]}]",
615f71793d0c66082ceff057,,,,,,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-52,-51,-51,-51,-52,-52,-52,-56,-56,-55,-56,-56,-55,-54,-55,-55,-56,-56,-56,-55,-56,-56,-56,-56,-56,-55,-56,-56,-56,-56,-56,-55,-56,-55,-56]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-59,-58,-59,-59,-58,-58,-58,-55,-59,-59,-60,-60,-61,-59,-61,-59,-61,-58,-58,-60,-60,-60,-60,-60,-59,-59,-60,-59,-59,-60,-60,-60,-60,-59]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-75,-74,-74,-73,-71,-68,-68,-70,-68,-69,-70,-70,-70,-70,-70,-70,-72,-71,-71,-71,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-70,-70,-94,-70,-71]}]",
615f71793d0c66082ceff058,,,,,,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-46,-46,-46,-46,-48,-48,-48,-49,-49,-48,-49,-49,-49,-49,-49,-49,-49,-49,-49,-48,-49,-49,-49,-48,-49,-49,-49,-49,-49,-49,-48,-48,-49,-49,-49]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-56,-58,-58,-57,-57,-57,-56,-58,-58,-58,-58,-58,-58,-58,-58,-57,-57,-57,-58,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-58,-58,-58,-58,-57,-58]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-74,-74,-73,-71,-80,-80,-74,-74,-75,-73,-73,-74,-75,-73,-75,-75,-74,-72,-72,-75,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75]}]",
615f71793d0c66082ceff059,,,,,,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-47,-42,-48,-46,-43,-44,-44,-43,-44,-43,-43,-44,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-44,-44,-44,-43,-44,-44,-43,-43,-43,-43,-43,-43,-43]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-54,-54,-52,-51,-52,-55,-55,-53,-52,-53,-53,-53,-52,-52,-51,-53,-53,-53,-52,-53,-53,-53,-52,-53,-53,-53,-52,-53,-52,-52,-53,-52,-53,-52]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-83,-78,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-75,-76,-76,-76,-76,-76,-76,-76,-76,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76]}]",
615f71793d0c66082ceff05a,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-42,-43,-43]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-55,-54,-54,-55,-54,-54,-54,-54,-55,-54,-54,-54,-54,-54,-55,-55,-54,-53,-54,-53,-54,-54,-54,-54,-55,-55,-54,-54,-54,-55,-54,-53,-53,-53,-54]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-80,-79,-79,-83,-79,-81,-80,-79,-79,-79,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-78,-79,-79,-78,-79,-79,-78]}]",,,,,,
615f71793d0c66082ceff05b,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-35,-47,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-47,-46]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-52,-54,-55,-56,-56,-56,-56,-56,-56,-55,-56,-56,-55,-57,-56,-56,-56,-56,-56,-56,-56,-56,-56,-55,-57,-56,-56,-56,-56,-56,-55,-56,-56]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-80,-76,-78,-78,-78,-77,-77,-77,-78,-77,-78,-77,-77,-77,-78,-77,-77,-78,-77,-77,-77,-77,-77,-77,-94,-77,-77,-77,-77,-78,-77,-77,-77,-77,-77]}]",,,,,,
615f71793d0c66082ceff05c,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-45,-45,-46,-46,-46,-46,-46,-45,-46,-46,-46,-45,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-45,-46,-46,-46,-46,-45,-46,-46,-47,-46,-46,-46,-46]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-56,-53,-53,-54,-52,-52,-53,-53,-53,-53,-52,-54,-54,-53,-53,-53,-51,-54,-53,-51,-54,-52,-52,-52,-53,-53,-53,-53,-53,-53,-53,-52,-53,-53,-53]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-80,-78,-79,-78,-78,-79,-79,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-78,-79,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78]}]",,,,,,
615f71793d0c66082ceff05d,,,,"[{""BSSID"":""70:f1:96:86:9f:76"",""RSSIs"":[-48,-50,-49,-49,-49,-50,-50,-50,-50,-49,-50,-49,-50,-49,-49,-49,-50,-50,-49,-50,-50,-50,-49,-49,-50,-49,-50,-49,-49,-49,-49,-50,-49]},{""BSSID"":""a4:ce:da:58:e1:4f"",""RSSIs"":[-53,-56,-53,-54,-54,-54,-53,-54,-54,-53,-54,-54,-54,-54,-53,-54,-54,-53,-53,-54,-54,-54,-53,-53,-53,-54,-53,-54,-54,-54,-54,-54,-54,-54]},{""BSSID"":""78:dd:12:1e:3b:1a"",""RSSIs"":[-84,-81,-82,-82,-81,-83,-82,-83,-82,-82,-82,-81,-82,-81,-82,-82,-83,-82,-82,-82,-83,-82,-83,-82,-82,-82,-82,-81,-82,-82,-82,-82,-82,-82,-82]}]",,,,,,
