CF:27:BE:19:4E:31,-95,-93,-89,-89,-88,-89,-90,-90,-92
CA:D9:80:DE:59:61,-67,-68,-68,-68,-70,-68,-67,-67,-69,-69,-70,-69
CE:F1:1F:F8:97:20,-81,-85,-82,-83,-82,-81,-81,-84,-85,-84
FC:B0:61:E1:7F:E2,-70,-82,-84,-84,-84,-83,-80,-84,-81
