CF:27:BE:19:4E:31,-68,-68,-69,-69,-68,-69,-69,-69,-68,-69,-68
CA:D9:80:DE:59:61,-82,-81,-82,-81,-82,-81,-82,-81,-82,-81,-82,-82
CE:F1:1F:F8:97:20,-56,-56,-63,-59,-58,-63,-63,-62,-63,-61
FC:B0:61:E1:7F:E2,-80,-80,-79,-79,-79,-79,-79,-79
