70:0f:6a:de:c1:40,-65,-65,-65,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
70:0f:6a:c8:29:40,-77,-77,-78,-80,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-79,-79,-80,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79
10:bd:18:c6:b7:a0,-77,-77,-77,-80,-80,-79,-79,-79,-79,-80,-80,-80,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80
70:0f:6a:de:ba:60,-80,-80,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82
