C2:3B:C4:50:F8:6B,-96,-98,-93,-92,-93,-95,-96,-94,-95
CF:27:BE:19:4E:31,-90,-88,-88,-84,-85,-91,-84,-92,-83,-78,-80,-82,-80,-81,-86,-86,-86,-87,-88,-80,-82,-80,-83,-82,-86,-87,-83,-81,-88,-88,-87,-88
CA:D9:80:DE:59:61,-58,-58,-61,-60,-60,-56,-60,-57,-56,-61,-59,-63,-61,-63,-59,-58,-58,-58,-58,-60,-62,-58,-59,-58,-58,-59,-58,-62,-62,-62,-59,-60
CE:F1:1F:F8:97:20,-80,-81,-80,-80,-81,-80,-81,-79,-90,-94,-87,-85,-78,-77,-76,-79,-80,-79,-79,-84,-86,-84,-83,-79,-79,-78,-80,-80,-83,-83,-83,-83,-85,-77,-77
DF:5A:33:2A:96:47,-91,-90,-97,-86,-89,-85,-88,-88,-88,-86,-88,-87,-88,-84,-82,-84,-85,-84,-85,-85,-85,-85,-88,-85,-85,-83,-83,-84,-84,-88,-89
FC:B0:61:E1:7F:E2,-83,-83,-86,-92,-93,-94,-91,-93,-86,-90,-84,-83,-83,-98,-100,-96,-96,-92,-93,-79,-81,-86,-94,-87
DB:4F:6E:19:A2:52,-73,-74,-76,-68,-72,-68,-88,-73,-77,-93,-81,-81,-83,-77,-75,-76,-77,-75,-76,-76,-75,-77,-91,-86,-86,-76,-77,-78,-78,-77
