C2:3B:C4:50:F8:6B,-73,-73,-72,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76
DF:5A:33:2A:96:47,-82,-80,-75,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-73,-73,-73,-73,-73,-74,-74,-73,-73,-73,-73,-72,-72,-72,-72,-72,-72
DB:4F:6E:19:A2:52,-74,-76,-79,-83,-85,-86,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-86,-86,-86,-85,-85,-85,-85,-85,-85
