CF:27:BE:19:4E:31,-78,-78,-78,-78,-77,-78,-78,-78,-78,-79
CA:D9:80:DE:59:61,-75,-72,-73,-72,-72,-72,-72,-72,-73,-72
CE:F1:1F:F8:97:20,-75,-73,-74,-73,-73,-73,-74,-73,-75,-74
FC:B0:61:E1:7F:E2,-66,-69,-68,-67,-69,-68,-68,-69,-69,-65,-64,-65
