18:90:d8:dc:2b:2e,-57,-59,-60,-61,-58,-60,-60,-60,-60,-61,-59,-59
34:8a:ae:6b:5e:6e,-63,-63,-63,-63,-63
18:d6:c7:4d:3b:ec,-55,-58,-58,-58,-57,-58,-58,-55,-57,-58,-58,-59
c4:09:38:6d:3b:09,-39,-33,-34,-34,-35,-38,-34,-33,-33,-33,-33,-33
f8:ab:05:4f:90:86,-71,-66,-65,-65,-66,-66,-67,-66,-65,-66,-66
