C2:3B:C4:50:F8:6B,-86,-85,-93,-84,-87,-87,-90,-88,-90
DF:5A:33:2A:96:47,-80,-82,-84,-80,-81,-81,-84,-83,-85,-90,-87,-80,-80,-86,-86,-80,-78,-78,-79
DB:4F:6E:19:A2:52,-70,-67,-66,-65,-74,-72,-68,-69,-69,-68,-67,-64,-64,-64,-64,-66,-67,-66,-65,-71,-71,-66,-66,-66,-66,-66
