C2:3B:C4:50:F8:6B,-62,-58,-62,-62,-62,-63,-83,-88,-83,-62,-62,-62,-62,-63,-64,-63,-83,-83,-62,-62,-62,-62,-63,-84
DF:5A:33:2A:96:47,-81,-82,-82,-85,-82,-84,-93,-93,-86,-82,-86,-84,-82,-85,-82,-87,-82,-82,-82,-83,-82,-84,-86,-85,-85
DB:4F:6E:19:A2:52,-83,-82,-82,-82,-81,-89,-87,-87,-87,-84,-84,-87,-81,-82,-81,-87,-87,-89,-88,-88,-86,-80,-81,-88,-88,-88,-87
