C2:3B:C4:50:F8:6B,-68,-60,-63,-70,-75,-88,-68,-67,-67,-71,-71,-71,-65,-67,-68,-67,-65,-67,-66,-65,-65,-67,-71,-71,-72,-72,-67,-65,-65
DF:5A:33:2A:96:47,-84,-99,-89,-91,-86,-86,-96,-98,-84,-84,-84,-84,-84,-94,-94,-93,-95,-94,-100,-96,-96,-85,-84,-84,-83,-83,-93,-93,-93
DB:4F:6E:19:A2:52,-87,-87,-89,-88,-89,-94,-93,-94,-97,-96,-96,-97,-89,-87,-88,-89,-93,-93,-96,-95,-96,-88,-89,-89,-89,-89
