C2:3B:C4:50:F8:6B,-87,-77,-82,-83,-78,-89,-79,-78,-80,-76,-79,-76,-78,-77,-80,-87,-85,-77,-77,-78,-78,-80,-80,-78
DF:5A:33:2A:96:47,-69,-86,-78,-70,-65,-74,-69,-64,-71,-70,-74,-82,-76,-76,-67,-68,-72,-66,-66,-66,-65,-63,-72,-77,-74,-75,-73,-65,-77,-73
DB:4F:6E:19:A2:52,-79,-84,-83,-78,-85,-92,-91,-85,-100,-87,-82,-80,-81,-80,-79,-80,-81,-89,-88,-87,-87,-84,-85,-81
