98:da:c4:52:b7:d6,-88,-91,-90,-83
f0:82:61:46:9e:a9,-66,-67,-67,-69,-65,-66,-67,-68,-69,-67,-65,-70,-68,-66,-67,-67,-55,-68,-65,-68,-66,-71
24:f5:a2:eb:f3:25,-88
64:66:24:f5:87:f6,-86
a0:8c:fd:5e:48:c3,-76,-78,-86,-78,-77,-78,-86,-76
54:64:d9:f7:ac:50,-84,-86
70:8b:cd:c8:b1:30,-74,-76,-72
92:72:82:f2:08:76,-91
42:c7:29:f6:96:90,-89,-90,-87,-89,-89,-88,-79,-90,-85,-89,-80,-89,-87,-87,-87,-87
9e:da:c4:52:b7:d6,-89,-86,-87
88:ad:43:cf:e7:38,-77,-81,-78,-83
98:13:33:4a:7f:f8,-78,-78,-76,-76,-75,-77,-76,-76,-77,-76,-77,-76,-76,-76,-76,-75,-76,-75,-77,-76,-76,-75,-76,-76,-75,-76,-76,-77,-76,-71
60:e3:27:a1:06:17,-86,-85,-86,-85,-86,-87,-86,-87,-89,-88,-86,-87,-86,-87
18:90:d8:dc:2b:2d,-89,-86,-87,-86,-86,-87,-86,-86,-87,-86,-86,-85,-86,-86,-86,-87,-86,-85,-86,-86,-86,-87,-87,-85,-86,-86,-86,-86,-86,-86,-86,-86,-86,-86
18:90:d8:dc:2b:2f,-88,-81,-89,-89,-89,-89,-91,-90,-81,-82,-81,-89,-90,-91,-90,-91,-91,-90,-89,-89,-81,-89,-81,-89,-89,-89,-88,-90,-89,-81,-90,-90,-89
18:90:d8:dc:2b:2e,-66,-64,-63,-64,-63,-64,-64,-65,-58,-64,-65,-64,-62,-65,-63,-63,-62,-63,-64,-63,-62,-64,-64,-65,-65,-63,-65,-62,-64,-65,-64,-65,-63,-64,-65
42:c7:29:f6:96:97,-87,-81,-86,-89,-89,-79,-89,-89,-87,-87,-87,-85,-89,-88,-88,-88,-85,-86
f0:82:61:46:9e:aa,-84,-85,-85,-85,-85
f8:ab:05:4f:90:86,-61,-61,-61,-61,-61,-59,-59,-58,-58,-61,-58,-57,-59,-58,-58,-55,-62,-60,-60,-61,-60,-61,-61,-63,-59,-59,-58
f8:ab:05:4f:90:85,-83,-83,-81,-80,-81,-81,-80,-81,-81,-82,-81,-80,-81,-81,-81,-80,-81,-81,-81,-81,-81,-80,-81,-81,-81,-80,-82,-81,-81,-80,-80,-80,-81,-82,-80
f8:ab:05:4f:90:87,-80,-75,-76,-80,-81,-82,-80,-81,-82,-82,-81,-81,-81,-81,-79,-80
42:65:a3:ac:56:a6,-89,-89,-89
40:c7:29:f6:95:96,-88,-87,-79,-88,-86,-88,-86,-89,-90,-83,-89,-86,-78,-89,-88,-87,-88,-86
3c:90:66:cd:44:3e,-87
b8:ee:0e:ba:fc:a3,-89,-81,-78,-78,-79,-79,-80,-79,-79,-78,-78,-79,-79,-78,-80,-78,-79,-78,-78,-79,-78,-79,-77,-78,-79,-79,-78,-78,-77,-78,-78,-77,-78,-77,-78
34:8a:ae:6b:5e:6f,-92,-92
b8:ee:0e:ba:fc:a2,-66,-67,-66,-67,-64,-64,-67,-67,-66,-66,-65,-66,-65,-66
