98:da:c4:52:b7:d6,-88,-91,-90,-83
94:8f:cf:81:3e:0d,-91,-89,-88,-88,-90,-91,-90,-88,-90,-88,-86,-90,-90,-89,-89,-89
34:8a:ae:6b:5e:6e,-75,-74,-72,-73,-74
58:d5:6e:a9:68:33,-67,-75,-72,-68,-70,-72,-71,-71,-71,-72,-69,-69,-71,-71,-70,-72,-73,-72,-72,-72,-72,-70,-70
18:60:24:d8:98:0a,-72,-69,-73,-70,-74,-71,-78,-74,-75,-70,-71,-74,-68,-74,-70,-78,-73,-72
06:90:d8:dc:2b:2d,-88,-86,-87,-85,-87,-85,-86,-86,-87,-86,-86,-86,-87,-86,-85,-87,-86,-86,-86,-86,-86,-86,-86,-85,-86,-86,-86,-87,-86,-86,-85,-85,-85,-86
e6:ab:05:4f:90:85,-84,-82,-80,-80,-81,-81,-81,-81,-81,-81,-80,-82,-81,-80,-81,-81,-80,-81,-80,-81,-80,-81,-82,-81,-81,-80,-81,-81,-81,-80,-81,-81,-80,-81,-80
00:cb:51:99:54:0a,-88
18:d6:c7:4d:3b:ee,-81,-74,-74,-75,-75,-75,-75,-75,-75,-76,-75,-75,-75,-75,-75,-75,-75,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-74,-75,-75,-75,-75,-86,-75,-74
18:d6:c7:4d:3b:ec,-60,-59,-55,-55,-56,-56,-55,-56,-55,-57,-56,-56,-55,-56,-56,-56,-56,-56,-57,-56,-57,-57,-57,-56,-56,-57,-56,-56,-56,-57,-56,-56,-56,-55,-57
5a:d7:75:f8:11:d9,-90,-90,-89,-89,-88,-90,-90,-90,-89,-92,-91,-88,-87,-86,-91,-90,-90,-90,-88
58:d5:6e:a9:68:34,-86,-84,-88,-89,-89,-86,-85,-85,-85,-86,-86,-88,-86,-87,-86,-86,-85,-85,-86,-86,-86,-85,-86,-86,-86,-86,-87,-84,-85,-86,-86
18:a6:f7:bc:ed:39,-78,-76,-77,-78
c4:09:38:6d:3b:09,-53,-54,-53,-53,-52,-52,-54,-54,-52,-53,-52,-52,-55,-52,-53,-53,-53,-53,-53,-53,-53,-52,-53,-52,-53,-53,-54,-53,-53,-53,-55,-54,-54,-54,-53
9c:c8:fc:2b:42:b3,-84,-84,-85,-84,-84,-84,-86,-85,-85,-86,-86,-85,-83,-85,-86,-84,-84,-84,-85,-85,-85,-85,-84,-85
40:65:a3:ac:56:a6,-90,-89,-87,-88,-90,-91
9c:c8:fc:2b:42:b2,-67,-66,-67,-67,-65,-66,-64,-63,-67,-65,-64,-63,-66,-66
ec:ad:e0:d4:e8:f8,-81
c4:04:15:17:e1:90,-88
44:e9:dd:4f:50:ea,-83,-84,-79,-80,-82,-82,-81,-85,-76,-79
a0:63:91:b7:09:90,-89,-90,-87,-86
