18:90:d8:dc:2b:2e,-77,-78,-77,-77
34:8a:ae:6b:5e:6e,-72,-70,-70,-71,-69
18:d6:c7:4d:3b:ec,-62,-69,-69,-69,-67,-69,-69,-69,-69,-69
c4:09:38:6d:3b:09,-25,-36,-36,-36,-36,-36,-35,-36,-36,-36,-36,-36
f8:ab:05:4f:90:86,-76,-62,-66,-63,-65,-62,-70,-62,-63,-63
