18:90:d8:dc:2b:2e,-70,-60,-62,-60,-61,-64,-62,-61,-61,-62
34:8a:ae:6b:5e:6e,-68,-64,-63,-63,-62,-63
18:d6:c7:4d:3b:ec,-65,-58,-58,-59,-59,-58,-59,-59,-59,-59,-59
c4:09:38:6d:3b:09,-33,-35,-35,-35,-34,-33,-34,-34,-34,-35,-34,-35
f8:ab:05:4f:90:86,-63,-67,-67,-65,-66,-68
