C2:3B:C4:50:F8:6B,-84,-82,-80,-82,-86,-79,-79,-79,-79
DF:5A:33:2A:96:47,-79,-72,-80,-77,-77,-81,-71,-71,-80,-72,-72
DB:4F:6E:19:A2:52,-86,-86,-87,-86,-87,-86,-86,-87,-87
