C2:3B:C4:50:F8:6B,-75,-77,-74,-74,-73,-77,-76,-74,-67,-73,-71,-71,-72,-73,-76,-74,-74,-73,-73,-75,-72,-72,-72,-72,-74,-74,-74,-74,-74,-72,-73,-74
CF:27:BE:19:4E:31,-89,-95,-95,-97,-82,-81,-82,-80,-81,-84,-79,-80,-80,-80,-96,-97,-97,-96,-98,-97,-78,-78,-80,-81,-81,-81,-80,-80,-94,-95,-94,-95,-79,-78
CA:D9:80:DE:59:61,-88,-89,-100,-100,-87,-87,-87,-91,-93,-94,-93,-94,-97,-96,-97,-98,-92,-92,-93,-92,-90,-93,-94,-96,-97,-98,-97,-91
CE:F1:1F:F8:97:20,-83,-86,-90,-90,-89,-93,-93,-95,-90,-86,-94,-92,-91,-91,-93,-94,-94,-92,-92,-93,-90,-92,-92,-91,-92,-92,-92,-92,-91
DF:5A:33:2A:96:47,-73,-84,-85,-86,-75,-75,-75,-75,-79,-88,-82,-83,-83,-85,-86,-84,-86,-79,-78,-78,-78,-78,-81,-82,-81,-81,-80,-84,-85,-85,-85,-79,-78,-78,-80
FC:B0:61:E1:7F:E2,-94,-102,-102,-96,-91,-92,-101,-100,-102,-97,-92,-92,-105,-96,-96
DB:4F:6E:19:A2:52,-91,-83,-84,-82,-83,-79,-79,-79,-80,-90,-89,-90,-90,-81,-81,-81,-81,-81,-80,-80,-81,-81,-78,-86,-87,-88,-81,-81,-79
