18:90:d8:dc:2b:2e,-76,-68,-67,-68,-58,-68,-67,-77,-68,-68,-65,-59,-67,-59,-58,-67,-64,-64,-67,-65,-66,-73,-58,-65,-65,-66,-65,-65,-64
34:8a:ae:6b:5e:6e,-66,-65,-63,-66,-64,-60,-61,-66,-65,-66,-61,-64
18:d6:c7:4d:3b:ec,-68,-66,-66,-61,-60,-63,-61,-63,-64,-64,-68,-65,-65,-65,-65,-63,-63,-57,-61,-61,-63,-60,-63,-59,-61,-61,-61,-60,-62,-62,-59,-61,-59
c4:09:38:6d:3b:09,-34,-33,-31,-31,-31,-30,-29,-29,-29,-34,-29,-30,-30,-29,-28,-33,-29,-29,-31,-33,-29,-30,-35,-30,-33,-30,-29,-32,-30,-30,-28,-29,-31,-34,-28
f8:ab:05:4f:90:86,-71,-60,-61,-61,-58,-61,-60,-59,-60,-60,-58,-59,-61,-59,-58,-60,-62,-60,-61,-60,-59,-59,-60,-60,-59,-59,-60,-59,-58
