C2:3B:C4:50:F8:6B,-84,-82,-81,-80,-81,-80,-82,-82,-81,-79,-80,-80
DF:5A:33:2A:96:47,-71,-68,-67,-68,-68,-67,-65,-67,-67,-67
DB:4F:6E:19:A2:52,-87,-85,-83,-83,-83,-84,-84,-84,-87,-84
