64:66:24:f5:87:f6,-75
24:f5:a2:eb:f3:25,-82
e8:2c:6d:0d:ee:a2,-86,-84,-87,-90,-87
62:f2:62:99:01:97,-40,-23,-23,-18,-20,-17,-21,-21,-21,-21,-17,-22,-22,-18,-22,-17,-21,-21,-22,-21,-21,-20,-17,-18,-20,-17,-20,-20,-20,-20,-20,-19,-20,-19,-16
a0:8c:fd:5e:48:c3,-87,-84,-77,-79,-80,-84,-80,-85,-77,-79
40:65:a3:aa:6d:86,-88,-88,-88,-88
3c:7a:8a:fd:23:d8,-71,-80,-77
70:8b:cd:c8:b1:30,-76,-90,-78
cc:2d:e0:c2:d7:67,-82,-82,-82,-75
84:16:f9:9f:45:e9,-87,-89
2a:f5:a2:eb:f3:25,-87,-86,-79
98:13:33:4a:7f:f8,-87,-86
60:e3:27:a1:06:17,-90,-83,-72,-85,-85,-85,-83,-85
de:54:d7:1c:8b:9b,-84,-83,-86,-84,-84,-85,-87,-87
68:72:51:4a:b7:14,-88,-90
18:90:d8:dc:2b:2e,-72,-73,-75,-75,-71,-74,-73,-73,-74,-72,-74,-73,-75,-74,-74,-78,-77,-77
38:70:0c:bb:e0:89,-84,-89
f0:82:61:46:9e:aa,-91,-89,-90,-88
54:64:d9:37:b7:27,-88
42:65:a3:ac:56:a6,-87
40:c7:29:f6:95:96,-88,-89,-87,-88,-86,-87
b8:ee:0e:ba:fc:a3,-85,-76,-76,-77,-76,-76,-76,-76,-76,-76,-76,-77,-77,-76,-77,-76,-77,-75,-77,-76,-76,-77,-78,-77,-78,-78,-80,-76,-79,-78,-77,-77,-77,-77,-77
dc:fe:07:8c:bd:f8,-86,-79,-85,-87
b8:ee:0e:ba:fc:a2,-68,-65,-62,-65,-66,-67,-65,-62,-65,-62,-83,-64,-63,-64,-64,-64,-63,-56,-64,-56,-63,-56
94:8f:cf:81:3e:0d,-75,-76,-86
34:8a:ae:6b:5e:6e,-72,-75,-75,-76,-73
18:60:24:d8:98:0a,-69,-68,-68,-68,-70,-70,-67,-69,-67,-72,-71,-82,-73,-72
5a:d7:75:f8:18:ed,-86
78:24:af:7b:15:c8,-91,-85,-83,-84,-84,-85,-84,-83,-85,-83,-87,-86,-88,-86,-85,-88,-87,-86,-83
e6:ab:05:4f:90:85,-87,-83,-83,-83,-84,-82,-83,-83,-84,-85,-85,-85,-85,-85,-84,-84,-85,-86,-83,-85,-83,-82,-84,-83,-84,-84,-85,-84,-84,-83,-85,-83,-84,-84,-83
18:d6:c7:4d:3b:ee,-81,-81,-81,-82,-82,-83,-82,-82,-82,-81,-82,-83,-81,-82,-82,-82,-80,-82,-82,-82,-84,-82,-81,-80,-80,-81,-80,-80,-80,-80,-81,-80,-81,-80
18:d6:c7:4d:3b:ec,-66,-61,-63,-61,-62,-61,-63,-61,-63,-61,-63,-60,-61,-62,-63,-59,-62,-64,-62,-60,-60,-61,-62,-59,-60,-61,-61,-61,-60,-62,-60,-60,-61
c4:09:38:6d:3b:09,-55,-57,-55,-53,-53,-54,-55,-55,-51,-52,-52,-52,-52,-52,-51,-52,-53,-52,-53,-53,-51,-50,-49,-47,-47,-48,-47,-48,-47,-47,-49,-49,-48,-50,-48
9c:c8:fc:2b:42:b3,-86,-87,-87,-84,-85,-85,-84,-84,-85,-84,-84,-85,-85,-86,-85,-85,-86,-84,-85,-81,-83,-84,-82,-83,-84,-83,-85,-86,-86,-86
9c:c8:fc:2b:42:b2,-72,-63,-74,-64,-66,-64,-67,-76,-66,-63,-63,-64,-63,-64,-64,-64,-63,-64
58:90:43:b7:8e:f6,-89,-88
f8:ab:05:55:49:b6,-81
44:e9:dd:4f:50:ea,-79,-71,-75,-79,-73,-76,-76,-70,-77,-74,-76
f0:82:61:46:9e:a9,-67,-68,-63,-64,-61,-66,-67,-65,-66,-66,-63,-66,-63,-64,-68,-66,-62,-64,-68,-62,-70,-64,-64,-68,-67,-62,-62
98:da:c4:52:b7:d6,-83,-89
da:13:99:7b:d9:5e,-82,-80
54:64:d9:f7:ac:50,-82,-78,-78,-82,-75,-77,-76,-79
92:72:82:f2:08:76,-84
00:23:6a:75:42:66,-79,-77,-76,-80,-82,-81,-84
42:c7:29:f6:96:90,-89
12:08:b1:54:f0:9c,-88
9e:da:c4:52:b7:d6,-86,-85,-89,-84,-90,-88
ec:08:6b:b6:59:0a,-91,-83,-83,-84,-86,-84,-80,-84,-85,-82
42:c7:29:f6:96:97,-88,-88,-89
f8:ab:05:4f:90:86,-57,-54,-51,-53,-53,-53,-55,-55,-54,-56,-54,-53,-54,-53,-69,-62,-62,-63,-61,-63,-68,-64,-64,-61,-62,-63,-62,-62
f8:ab:05:4f:90:85,-86,-84,-83,-82,-83,-82,-85,-82,-84,-84,-86,-84,-83,-84,-85,-85,-84,-84,-83,-83,-83,-84,-83,-84,-84,-85,-84,-83,-85,-84,-83,-83,-85,-83,-83
f8:ab:05:53:94:b6,-88,-91
f8:ab:05:4f:90:87,-80,-81,-78,-79,-78,-78,-78,-82,-78,-78,-77,-80,-80,-77,-78,-76,-76
62:e3:27:a1:06:14,-84,-82
58:90:43:b7:3f:66,-86
58:d5:6e:a9:68:33,-74,-68,-66,-70,-67,-70,-69,-68,-71,-70,-72,-72,-68,-73,-67,-73,-70,-71,-73,-72,-68,-68
ac:f1:df:c8:c1:aa,-89,-80,-83,-84,-84,-80,-79,-82,-86,-84,-78,-80,-80,-84,-83,-79,-85,-81,-82,-83,-86,-84
58:d5:6e:a9:68:34,-89,-86,-86,-87,-86,-91,-86,-87,-89,-88,-87,-86,-88,-87,-90,-88,-90,-86,-87,-87,-90,-90,-87,-89,-90,-89,-89,-88,-88,-88,-88,-87,-87,-88,-86
18:a6:f7:bc:ed:39,-75,-79
40:65:a3:ac:56:a6,-91,-86
ec:ad:e0:d4:e8:f8,-77,-75
