70:0f:6a:de:c1:40,-60,-60,-63,-62,-64,-63,-64,-63,-64,-63,-64,-63,-64,-63,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
70:0f:6a:de:ba:60,-74,-74,-78,-77,-78,-78,-78,-79,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-79,-79,-80,-80,-80,-80,-79,-80,-79,-79,-80,-80,-79,-79,-79,-79,-79,-79,-79,-79,-79
70:0f:6a:c8:29:40,-77,-77,-77,-77,-77,-77,-77,-77,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76
10:bd:18:c6:b7:a0,-78,-78,-82,-81,-81,-80,-80,-80,-81,-81,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83
