18:d6:c7:4d:3b:ec,-62,-60,-60,-60,-60,-60,-60,-60,-60
c4:09:38:6d:3b:09,-41,-39,-39,-39,-40,-40,-39,-39,-39,-39,-39,-39
f8:ab:05:4f:90:86,-61,-54,-57,-56,-55,-55,-54,-54,-54
CF:27:BE:19:4E:31,-63,-61,-61,-61,-62,-61,-61,-62,-61,-63,-61
CA:D9:80:DE:59:61,-78,-79,-79,-78,-79,-79,-79,-78
CE:F1:1F:F8:97:20,-74,-75,-78,-78,-74,-77,-74,-77
FC:B0:61:E1:7F:E2,-71,-77,-76,-77,-78,-77,-77,-77
