C2:3B:C4:50:F8:6B,-73,-82,-69,-68,-67,-71,-75,-73,-74,-70,-70,-70,-70,-70,-64,-64,-64,-64,-78,-67,-73,-68,-68,-73,-73,-73,-66,-66,-66,-66,-68,-68,-69,-74,-72
DF:5A:33:2A:96:47,-72,-74,-73,-71,-85,-82,-80,-81,-81,-80,-80,-73,-73,-73,-73,-74,-87,-80,-80,-80,-79,-80,-79,-80,-79,-80,-79,-80,-80
DB:4F:6E:19:A2:52,-88,-82,-82,-84,-89,-81,-81,-78,-79,-79,-79,-79,-87,-87,-76,-72,-84,-80,-80,-80,-80,-92,-92,-92,-92,-93,-83,-82,-80
