C2:3B:C4:50:F8:6B,-84,-84,-85,-86,-83,-83,-82,-82,-81,-81,-81,-80,-80,-79,-79,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79
DF:5A:33:2A:96:47,-79,-80,-81,-81,-80,-77,-76,-75,-76,-76,-77,-77,-77,-76,-76,-75,-74,-74,-73,-73,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71,-71,-71
DB:4F:6E:19:A2:52,-86,-86,-85,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-86,-86,-86,-86,-86,-87,-86,-86,-86,-86,-86,-86,-86
