f0:82:61:46:9e:a9,-75,-65
62:f2:62:99:01:97,-26,-24
b8:ee:0e:ba:fc:a3,-86,-78
62:e3:27:a1:06:14,-87,-84
dc:fe:07:8c:bd:f8,-88
a0:8c:fd:5e:48:c3,-81
b8:ee:0e:ba:fc:a2,-71,-61
94:8f:cf:81:3e:0d,-86
58:d5:6e:a9:68:33,-72
18:60:24:d8:98:0a,-68
e6:ab:05:4f:90:85,-86,-80
00:23:6a:75:42:66,-91,-78
18:d6:c7:4d:3b:ee,-83,-80
98:13:33:4a:7f:f8,-90
b8:ee:0e:bb:02:da,-90
58:d5:6e:a9:68:34,-88
18:a6:f7:bc:ed:39,-78
18:90:d8:dc:2b:2e,-86
c4:09:38:6d:3b:09,-54,-54
f8:ab:05:4f:90:86,-68,-58
f8:1d:0f:cf:e5:78,-89
f8:ab:05:4f:90:85,-86,-81
44:e9:dd:4f:50:ea,-76
f8:ab:05:4f:90:87,-86,-75
