C2:3B:C4:50:F8:6B,-59,-58,-58,-60,-60,-61,-61,-60,-58,-58,-57,-56,-57,-56,-56,-56,-60,-61,-61,-61,-61,-58,-58,-59,-58,-58,-57,-57,-56,-56,-61,-62,-62,-62,-62
CF:27:BE:19:4E:31,-88,-86,-85,-88,-87,-87,-78,-78,-79,-79,-80,-87,-80,-82,-82,-82,-83,-82,-82,-83,-80,-82,-84,-88,-84,-84
CA:D9:80:DE:59:61,-97,-97,-97,-96,-97,-97,-98,-96,-96,-96,-95,-96,-94,-93
CE:F1:1F:F8:97:20,-95,-98,-94,-90,-91,-91,-90,-89,-92,-91,-90,-89,-90
DF:5A:33:2A:96:47,-85,-88,-87,-92,-90,-91,-99,-91,-88,-90,-97,-85,-85,-84,-82,-82,-82,-82,-82,-91,-91,-92,-91
FC:B0:61:E1:7F:E2,-93,-90,-90,-90,-99,-101,-98,-97,-100,-98,-97,-95,-96
DB:4F:6E:19:A2:52,-97,-96,-97,-96,-98,-96,-94,-99,-90,-90,-89,-87,-87,-88,-86,-86,-93,-91,-94
