18:90:d8:dc:2b:2e,-63,-63,-64,-64,-64,-64,-64,-65,-65,-65,-65,-65,-67,-66,-67,-67,-67,-67,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
34:8a:ae:6b:5e:6e,-54,-59,-59,-59,-59,-59,-59,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60
18:d6:c7:4d:3b:ec,-55,-56,-57,-56,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-58,-58,-58,-58,-58,-58,-57,-57,-57,-58,-58,-58,-58,-58
c4:09:38:6d:3b:09,-44,-41,-39,-39,-39,-38,-38,-38,-38,-38,-38,-38,-38,-37,-37,-37,-38,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37
C2:3B:C4:50:F8:6B,-84,-84,-85,-86,-83,-83,-82,-82,-81,-81,-81,-80,-80,-79,-79,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79
DF:5A:33:2A:96:47,-79,-80,-81,-81,-80,-77,-76,-75,-76,-76,-77,-77,-77,-76,-76,-75,-74,-74,-73,-73,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71,-71,-71
DB:4F:6E:19:A2:52,-86,-86,-85,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-86,-86,-86,-86,-86,-87,-86,-86,-86,-86,-86,-86,-86
