70:0f:6a:de:c1:40,-64,-67,-67,-67,-67,-67,-67,-67,-64,-67,-67,-66,-67,-67,-67,-67,-67,-67
70:0f:6a:c8:29:40,-77,-78,-78,-77,-77,-78,-78,-78,-78,-77,-78,-78,-78,-77,-78,-78,-77,-78,-77,-78,-77
10:bd:18:c6:b7:a0,-78,-78,-78,-81,-81,-81,-81,-78,-81,-80,-81,-81,-81,-78,-79,-81,-81
70:0f:6a:de:ba:60,-81,-84,-81,-85,-85,-85,-84,-84,-85,-84,-85,-84,-84,-85,-84,-84,-83,-82
