70:0f:6a:de:c1:40,eduroam,-57,-59,-58,-59,-59,-59,-60,-60,-60,-60
70:0f:6a:de:c1:40,Sheridan Secure Access,-71,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-71,-71,-71,-71,-71,-71,-71
70:0f:6a:c8:29:40,Sheridan Secure Access,-73,-73,-73,-73,-72,-72,-72,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71,-73,-73
70:0f:6a:de:ba:60,Sheridan Secure Access,-78,-78,-78,-77,-78,-78,-78,-78,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-77,-77,-78,-78,-78,-78,-77,-79,-78,-79,-78,-78,-78
10:bd:18:c6:b7:a0,eduroam,-85,-83,-83,-83,-83,-83,-85,-85,-84,-84,-84,-84,-85,-84,-85
70:0f:6a:c8:29:40,eduroam,-77,-77,-76
