70:0f:6a:de:c1:40,Sheridan Secure Access,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
10:bd:18:c6:b7:a0,eduroam,-76,-78,-78,-76,-78,-77,-78,-78,-79,-77,-78,-79,-79,-77,-77,-76,-76,-77,-77,-77,-77,-78,-78,-78,-78,-77,-78,-79,-78,-78
70:0f:6a:c8:29:40,Sheridan Secure Access,-78,-78,-78,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-77,-78,-77,-78,-78,-78,-78
70:0f:6a:de:ba:60,Sheridan Secure Access,-82,-81,-81,-82,-80,-81,-81,-80,-80,-81,-81,-80,-81,-82,-82,-82,-82,-81,-81,-81,-82,-82,-80,-81,-81,-81,-80,-80,-82,-81,-81,-82,-82,-82,-82
10:bd:18:c6:b7:a0,Sheridan Secure Access,-88,-89,-89,-88,-88,-89,-89,-87,-89,-89
70:0f:6a:de:c1:40,eduroam,-60,-60,-59,-59,-59,-60,-59,-59,-59,-59,-59,-59,-60,-60,-60,-60,-59,-59
70:0f:6a:c8:29:40,eduroam,-75,-74,-74,-74
