70:0f:6a:de:c1:40,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65
70:0f:6a:de:ba:60,-74,-81,-81,-81,-81,-81,-81,-81,-81,-80,-81,-81,-81,-81,-81,-81,-81,-74
10:bd:18:c6:b7:a0,-76,-80,-79,-80,-79,-80,-79,-79,-79,-79,-79,-79,-80,-80,-79,-79,-79,-79,-80,-79,-79,-78,-79,-76,-76,-80
70:0f:6a:c8:29:40,-82,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-80,-82,-82,-82,-82,-81
