70:0f:6a:de:c1:40,-65,-65,-69,-68,-70,-69,-70,-69,-70,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-70,-71,-70,-71,-71,-71,-71,-71,-71,-71,-71
70:0f:6a:c8:29:40,-72,-72,-72,-72,-71,-72,-72,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73
70:0f:6a:de:ba:60,-78,-78,-78,-79,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80
10:bd:18:c6:b7:a0,-81,-81,-86,-85,-84,-83,-83,-83,-83,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-81
