e8:2c:6d:0d:ee:a2,-96,-83,-86
18:60:24:d8:98:0a,-87,-68,-71,-67,-71,-77,-71,-70,-71,-69,-72,-69,-71,-71,-70,-70,-79,-73,-73
e6:ab:05:4f:90:85,-85,-81,-81,-81,-82,-83,-81,-82,-82,-82,-82,-83,-84,-83,-82,-84,-83,-83,-83,-82,-83,-82,-82,-82,-83,-82,-82,-82,-83,-81,-83,-83,-83,-82,-84
18:d6:c7:4d:3b:ee,-87,-86,-85,-84,-83,-82,-81,-80,-79,-82,-83,-81,-81,-80,-82,-82,-80,-81,-79,-79,-79,-81,-80,-81,-79,-81,-81,-81,-78,-79,-80,-81,-81,-82,-80
50:c7:bf:a2:64:70,-91,-92,-93
18:d6:c7:4d:3b:ec,-70,-60,-60,-64,-61,-60,-60,-59,-60,-59,-60,-59,-59,-60,-59,-58,-59,-59,-61,-59,-57,-59,-59,-64,-62,-60,-60,-60,-59,-60,-61,-60,-61
46:e9:dd:47:32:22,-89
84:a0:6e:f3:14:2e,-91,-86,-88,-82
c4:09:38:6d:3b:09,-55,-54,-57,-55,-55,-57,-55,-57,-51,-53,-52,-55,-52,-50,-51,-52,-52,-51,-52,-50,-53,-53,-53,-53,-53,-53,-55,-54,-54,-53,-53,-52,-55,-50,-52
9c:c8:fc:2b:42:b2,-84,-68,-62,-64,-65,-62,-61,-62,-61,-62,-61,-62,-63,-63,-61,-67
44:e9:dd:4b:40:be,-89
c4:04:15:17:e1:90,-85,-90,-82,-85,-86,-84,-86,-87,-85
f8:ab:05:55:49:b6,-80,-88,-82,-87
44:e9:dd:4f:50:ea,-83,-76,-73,-74,-70,-73,-72,-74,-72,-72,-73,-70,-69,-73,-73,-73,-72,-73,-72,-70,-73,-73,-74,-70
3a:b1:db:82:9d:c1,-84,-83,-81,-83
f0:82:61:46:9e:a9,-67,-63,-64,-64,-63,-63,-63,-62,-63,-62,-61,-64,-66,-64,-66,-65,-62,-62,-64,-63,-62,-64,-63,-63,-65,-64,-63,-66
98:da:c4:52:b7:d6,-84
54:64:d9:f7:ac:50,-84,-80,-80,-75,-74,-78,-79,-78,-79
00:23:6a:75:42:66,-84,-87,-88,-85,-86,-85,-87,-86,-85,-85,-82,-84,-86,-84,-85,-80,-82,-88,-87,-85,-85,-83,-83,-83,-83,-82,-84
92:72:82:f2:08:76,-83,-83,-92,-86
42:c7:29:f6:96:90,-88,-89
88:ad:43:cf:e7:38,-79,-79,-77,-78,-76,-77,-81,-77,-76,-75,-78,-78
9e:da:c4:52:b7:d6,-88
50:c7:bf:a2:64:6f,-81
fa:8f:ca:67:f3:1c,-90,-90
ec:08:6b:b6:59:0a,-84,-82,-80,-82
64:66:24:f2:ae:36,-83,-85
44:e9:dd:3e:bb:d6,-89,-88
f8:ab:05:4f:90:86,-59,-59,-59,-58,-59,-59,-62,-61,-63,-60,-61,-59,-63,-60,-60,-60,-60,-62,-60,-59,-62,-60,-61,-58,-58,-59,-61,-62,-64,-60,-61,-65
f8:ab:05:4f:90:85,-86,-81,-82,-83,-82,-82,-82,-84,-81,-83,-83,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-83,-84,-82,-82,-83,-83,-82,-82,-83,-84,-82,-83,-82,-83
f8:ab:05:4f:90:87,-84,-80,-80,-80,-80,-76,-80,-77,-77,-80,-80,-80,-80,-78,-76,-76,-76,-77,-78,-80,-77,-76,-78,-77,-77,-77,-78,-78,-78,-77,-78,-77,-80,-81
5c:8f:e0:5a:a6:77,-85,-84,-85,-83
62:e3:27:a1:06:14,-88,-82
40:f2:01:ee:c3:8b,-83
58:d5:6e:a9:68:33,-72,-67,-69,-74,-70,-69,-66,-72,-74,-68,-70,-72,-70,-70,-68,-68,-66,-69,-68,-66,-68,-68,-66,-68,-68,-68,-67,-67,-67,-67
86:a0:6e:f3:15:2f,-87,-87,-88,-89,-88,-86
b6:b9:8a:4d:24:ce,-84,-81,-89
9c:d6:43:cf:1e:12,-87
ac:f1:df:c8:c1:aa,-89,-83,-86,-83,-82,-79,-83,-84,-80,-84,-81,-81,-82,-82,-81,-81,-83,-82,-81,-84,-80,-83,-81,-80,-87
58:d5:6e:a9:68:34,-90,-90,-90,-90,-85,-86,-87,-85,-85,-86,-87,-88,-86,-86,-86,-86,-86,-88,-86,-86,-86,-89,-86,-87,-87,-88,-88,-87,-86,-86,-86,-86,-87,-87
3c:7a:8a:fd:87:d4,-83
18:a6:f7:bc:ed:39,-81,-80,-79,-77,-78,-80,-80,-77,-77,-80
f4:f2:6d:fc:76:6a,-84
40:65:a3:ac:56:a6,-86,-88,-89,-84
ec:ad:e0:d4:e8:f8,-79,-80,-79,-78,-78,-79,-77
2c:79:d7:09:6c:f6,-87
