C2:3B:C4:50:F8:6B,-78,-80,-82,-85,-80,-79,-80,-82,-87,-89,-82,-82,-83,-80,-77,-80,-81,-88,-84,-85,-84,-78,-75,-76
CF:27:BE:19:4E:31,-68,-65,-56,-70,-67,-73,-74,-76,-68,-66,-64,-64,-65,-66,-63,-63,-62,-76,-65,-76,-65,-65,-65,-65,-64,-62,-62,-62,-71,-76,-70,-65,-68,-67,-66
CA:D9:80:DE:59:61,-72,-80,-76,-76,-83,-80,-85,-84,-83,-86,-82,-74,-73,-75,-77,-76,-77,-83,-83,-85,-86,-86,-85,-74,-73,-74,-72,-75
CE:F1:1F:F8:97:20,-69,-75,-68,-80,-72,-74,-87,-85,-81,-78,-78,-87,-80,-78,-88,-86,-78,-72,-72,-72,-72,-78,-80,-78,-75,-68,-74,-74,-74,-72,-72,-76
DF:5A:33:2A:96:47,-86,-87,-86,-80,-92,-85,-86,-85,-86,-90,-94,-93,-93,-95,-94,-88,-93,-95,-92,-91,-89
FC:B0:61:E1:7F:E2,-76,-69,-72,-75,-74,-80,-76,-76,-73,-74,-74,-74,-68,-73,-73,-77,-81,-73,-72,-68,-70,-70,-70,-93,-99,-88,-76,-76,-74,-76,-73,-73,-71
DB:4F:6E:19:A2:52,-83,-84,-83,-83,-89,-90,-92,-93,-92,-89,-89,-85,-89,-87,-85,-80,-82,-81,-85,-85,-85,-82,-83,-82,-81,-88,-82,-82
