18:d6:c7:4d:3b:ec,-64,-66,-66,-67,-66,-67,-67,-66,-67
c4:09:38:6d:3b:09,-60,-57,-56,-57,-56,-57,-57,-57,-57,-56,-57,-56
f8:ab:05:4f:90:86,-69,-65,-65,-64,-65,-67,-64,-65
CF:27:BE:19:4E:31,-67,-70,-70,-70,-70,-69,-71,-70,-70
CA:D9:80:DE:59:61,-86,-82,-89,-82,-83,-82,-83,-82,-82,-82,-83
CE:F1:1F:F8:97:20,-57,-64,-62,-63,-63,-63,-63,-63,-60,-63,-58,-62
FC:B0:61:E1:7F:E2,-80,-80,-80,-80,-80,-81,-81,-80,-81
