18:90:d8:dc:2b:2e,-79,-77,-76,-74,-74,-74,-74,-77,-74
34:8a:ae:6b:5e:6e,-74,-69,-69,-68,-69,-69
18:d6:c7:4d:3b:ec,-67,-68,-68,-68,-68,-68,-68,-68,-68,-68
c4:09:38:6d:3b:09,-31,-32,-32,-32,-33,-32,-32,-32,-32,-32,-32,-32
C2:3B:C4:50:F8:6B,-64,-60,-59,-58,-59,-57,-57,-62,-58,-57,-58
DF:5A:33:2A:96:47,-91,-89,-89,-90,-90,-86,-88,-90,-89,-90
DB:4F:6E:19:A2:52,-88,-92,-92,-91,-93,-93,-91
