C2:3B:C4:50:F8:6B,-86,-86,-88,-87,-87,-87,-87,-87,-88
DF:5A:33:2A:96:47,-80,-81,-82,-81,-81,-81,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-82,-82
DB:4F:6E:19:A2:52,-70,-69,-68,-67,-68,-69,-69,-69,-69,-69,-69,-68,-68,-68,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67
