70:0f:6a:de:c1:40,-62,-62,-67,-66,-67,-68,-68,-69,-69,-68,-69,-68,-68,-69,-69,-69,-69,-69,-69,-69,-69,-69,-70,-70,-69,-69,-70,-70,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-69
70:0f:6a:c8:29:40,-72,-72,-72,-72,-72,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71
70:0f:6a:de:ba:60,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80
10:bd:18:c6:b7:a0,-86,-86,-88,-86,-85,-86,-85,-84,-84,-83,-83,-83,-83,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82,-82
