C2:3B:C4:50:F8:6B,-73,-70,-73,-71,-70,-72,-72,-70,-74,-70,-72,-70
DF:5A:33:2A:96:47,-72,-72,-77,-78,-78,-78,-77,-78,-77,-75
DB:4F:6E:19:A2:52,-88,-84,-83,-82,-82,-84,-82,-83,-81,-83
