70:0f:6a:de:c1:40,Sheridan Secure Access,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71,-71,-71,-71,-71,-71,-71
70:0f:6a:c8:29:40,Sheridan Secure Access,-73,-73,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-71,-73,-73,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-71,-71
70:0f:6a:de:ba:60,Sheridan Secure Access,-77,-77,-77,-77,-77,-77,-77,-76,-76,-76,-76,-76,-76,-76,-77,-76,-76,-76,-77,-76,-76,-76,-76,-76,-76,-75,-75,-76,-76,-76,-76,-72,-74,-77,-77
70:0f:6a:c8:29:40,eduroam,-73,-71,-74,-74
10:bd:18:c6:b7:a0,eduroam,-83,-83,-81,-84,-83,-84
70:0f:6a:de:c1:40,eduroam,-62,-62
