18:90:d8:dc:2b:2e,-73,-71,-69,-68,-68,-68,-67,-67,-67,-67,-67,-67,-67,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
34:8a:ae:6b:5e:6e,-73,-73,-70,-71,-71,-71,-71,-71
18:d6:c7:4d:3b:ec,-65,-64,-63,-63,-63,-62,-62,-62,-62,-62,-62,-62,-62,-63,-63,-63,-62,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63
c4:09:38:6d:3b:09,-63,-63,-63,-63,-64,-64,-64,-65,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
f8:ab:05:4f:90:86,-63,-63,-63,-63,-63,-62,-62,-62,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61
C2:3B:C4:50:F8:6B,-98,-96,-96,-97,-97,-97
CF:27:BE:19:4E:31,-85,-80,-79,-79,-79,-79,-79,-80,-81,-81,-82,-82,-81,-82,-82,-82,-82,-83,-84,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84
CA:D9:80:DE:59:61,-62,-67,-66,-67,-67,-70,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-71
CE:F1:1F:F8:97:20,-94,-89,-87,-85,-86,-86,-86,-86,-85,-84,-84,-83,-83,-83,-83,-83,-83,-83,-83,-84,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85
DF:5A:33:2A:96:47,-91,-93,-92,-94,-95,-95,-95,-95,-95,-94,-94,-94,-94,-94,-93,-93,-93,-93,-93,-92,-92,-91,-91,-91,-91,-91,-90
DB:4F:6E:19:A2:52,-72,-74,-76,-74,-73,-72,-73,-73,-73,-73,-74,-74,-74,-74,-75,-76,-76,-76,-77,-77,-77,-77,-77,-76,-76,-77,-77,-77,-77,-78,-78,-78,-78,-78
FC:B0:61:E1:7F:E2,-83,-77,-77,-77,-78,-79,-79,-79,-79,-79,-79,-78,-78,-78,-78,-79,-79,-80,-80,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80
