18:90:d8:dc:2b:2e,-66,-63,-60,-62,-60,-60,-62,-59,-59,-60,-63
34:8a:ae:6b:5e:6e,-65,-61,-61,-61,-61
18:d6:c7:4d:3b:ec,-53,-54,-54,-54,-54,-54,-54,-55,-55,-54,-54
c4:09:38:6d:3b:09,-37,-34,-36,-34,-34,-34,-34,-34,-34,-34,-34,-34
f8:ab:05:4f:90:86,-69,-72,-72,-72,-72,-72,-72,-70,-68,-70
