CF:27:BE:19:4E:31,-86,-86,-87,-88,-89,-89,-89,-88,-88,-88,-88,-89,-89,-89,-89,-89,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-89,-89
CA:D9:80:DE:59:61,-68,-67,-68,-69,-70,-71,-71,-72,-73,-73,-73,-73,-73,-73,-73,-72,-71,-71,-71,-70,-70,-69,-69,-69,-69,-69,-69,-69,-69,-69,-68,-68
CE:F1:1F:F8:97:20,-84,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-84,-84,-84,-84,-84,-84,-84,-84,-84
FC:B0:61:E1:7F:E2,-72,-71,-71,-71,-71,-71,-71,-72,-72,-72,-73,-74,-75,-76,-76,-77,-76,-76,-76,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-75
