CF:27:BE:19:4E:31,-72,-73,-72,-75,-77,-79,-79,-79,-80,-80,-80,-80,-80,-79,-79,-79,-79,-78,-78,-78,-78,-78,-78,-78,-78,-77,-77,-77,-77,-77,-77
CA:D9:80:DE:59:61,-80,-81,-80,-81,-80,-79,-79,-78,-78,-78,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79
CE:F1:1F:F8:97:20,-71,-71,-74,-75,-76,-76,-76,-76,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75
FC:B0:61:E1:7F:E2,-81,-76,-76,-74,-73,-72,-71,-71,-71,-70,-70,-70,-70,-71,-72,-72,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75
