C2:3B:C4:50:F8:6B,-73,-70,-72,-72,-77,-70,-72,-70,-70,-70,-72,-70,-72,-71,-72,-70,-70,-70,-70,-70,-70,-70,-72
DF:5A:33:2A:96:47,-72,-78,-77,-78,-77,-73,-78,-76,-78,-78,-76,-78,-78,-77,-77,-73,-77,-78,-77
DB:4F:6E:19:A2:52,-88,-82,-85,-83,-83,-82,-85,-84,-82,-82,-85,-83,-83,-85,-82,-82,-86,-82,-82
