C2:3B:C4:50:F8:6B,-84,-84,-86,-91,-70,-81,-74,-82,-77,-80,-77,-74,-73,-72,-75,-70,-83,-82,-79,-83,-76,-78,-83,-86,-76,-78
DF:5A:33:2A:96:47,-79,-82,-84,-82,-73,-63,-64,-68,-83,-79,-82,-81,-83,-63,-64,-65,-64,-64,-62,-64,-63,-64,-64,-77,-76,-74,-77,-77,-63,-64,-64,-63,-65,-64
DB:4F:6E:19:A2:52,-86,-85,-85,-83,-87,-88,-91,-90,-90,-88,-86,-85,-85,-82,-85,-86,-85,-86,-92,-85,-85,-82,-83,-82,-83,-86
