CF:27:BE:19:4E:31,-80,-87,-88,-88,-88,-89,-89,-88
CA:D9:80:DE:59:61,-73,-73,-74,-73,-73,-72,-74,-73,-73,-73,-73
CE:F1:1F:F8:97:20,-70,-70,-69,-69,-70,-69,-69,-70,-69,-69,-70,-69
FC:B0:61:E1:7F:E2,-67,-66,-64,-66,-65,-66,-65,-67,-66,-66,-66
