18:d6:c7:4d:3b:ec,-63,-63,-62,-62,-62,-62,-62,-63,-62,-62
c4:09:38:6d:3b:09,-59,-52,-51,-51,-51,-51,-51,-51,-51,-51,-51,-53
f8:ab:05:4f:90:86,-57,-60,-61,-61,-59,-61,-61,-61,-61
CF:27:BE:19:4E:31,-68,-77,-78,-78,-77,-78,-78,-77,-77,-78
CA:D9:80:DE:59:61,-71,-69,-71,-69,-70,-69,-69,-69,-69,-70,-70,-70
CE:F1:1F:F8:97:20,-67,-70,-71,-70,-71,-71,-72,-70,-71,-70
FC:B0:61:E1:7F:E2,-80,-81,-80,-83,-81,-80,-80,-81,-81
