CF:27:BE:19:4E:31,-74,-74,-76,-74,-75,-75,-73,-76,-73,-76,-74
CA:D9:80:DE:59:61,-76,-83,-83,-79,-84,-82,-83,-81,-76
CE:F1:1F:F8:97:20,-72,-72,-71,-73,-73,-73,-71,-71,-72,-72,-71,-73
FC:B0:61:E1:7F:E2,-75,-76,-76,-76,-75,-76,-75,-75,-75,-76
