CF:27:BE:19:4E:31,-62,-63,-63,-62,-63,-63,-63,-63,-63,-63,-62,-64
CA:D9:80:DE:59:61,-71,-74,-73,-74,-73,-74,-74,-73,-73,-71,-71
CE:F1:1F:F8:97:20,-71,-72,-72,-72,-72,-72,-71,-71,-71,-72
FC:B0:61:E1:7F:E2,-83,-82,-82,-81,-83,-81,-82,-82
