70:0f:6a:de:c1:40,eduroam,-68,-68,-68,-68,-67,-68,-68,-68,-68,-68,-68,-68,-67,-67,-67,-66,-67,-67,-67,-66,-66,-66,-66,-66,-67,-67,-68,-67,-67,-67,-67,-67,-67
70:0f:6a:de:ba:60,Sheridan Secure Access,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71
70:0f:6a:c8:29:40,Sheridan Secure Access,-72,-73,-72,-71,-71,-71,-72,-72,-72,-72,-73,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-72,-72,-72,-73,-72,-72,-72,-72,-72,-73
70:0f:6a:c8:29:40,eduroam,-73,-73,-71,-73,-72,-72,-72,-72,-73,-74
70:0f:6a:de:c1:40,Sheridan Secure Access,-77,-76,-76,-76,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-74,-75,-75,-74,-74,-74,-74,-74,-74,-75,-74
10:bd:18:c6:b7:a0,eduroam,-86,-88,-87,-84,-87,-88,-88,-86,-88,-86
