70:0f:6a:de:c1:40,-73,-75,-75,-75,-75,-75,-75,-74,-75,-75,-74,-75,-75,-75,-75,-75,-75
70:0f:6a:de:ba:60,-74,-76,-76,-75,-76,-76,-76,-76,-76,-76,-75,-76,-77,-77,-76,-76,-76
70:0f:6a:c8:29:40,-76,-74,-74,-73,-73,-74,-73,-73,-73,-73,-73,-73,-73,-74,-73,-73,-73,-73
10:bd:18:c6:b7:a0,-84,-83,-83,-83,-83,-84,-83
