70:0f:6a:de:c1:40,Sheridan Secure Access,-66,-65,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-65,-65,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64,-64
10:bd:18:c6:b7:a0,eduroam,-77,-77,-78,-80,-79,-79,-79,-79,-80,-79,-80,-80,-79,-79,-79,-79,-79,-78,-78,-78,-80,-79,-79,-79,-79,-79,-78,-78,-79,-78,-79
70:0f:6a:c8:29:40,Sheridan Secure Access,-78,-80,-80,-80,-80,-80,-81,-80,-81,-81,-81,-80,-80,-80,-80,-80,-81,-80,-80,-80,-79,-79,-79,-79,-79,-81,-81,-81,-81,-81,-80,-80,-81,-82
70:0f:6a:c8:29:40,eduroam,-78,-78,-81,-79,-79,-78,-78,-79
70:0f:6a:de:ba:60,Sheridan Secure Access,-79,-81,-81,-80,-81,-81,-81,-81,-81,-81,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-80,-80,-80,-80,-80,-80,-80,-80,-80
70:0f:6a:de:c1:40,eduroam,-59,-59,-59,-59,-59,-61,-60,-60,-60,-60,-59,-60,-60,-60,-60,-60,-60,-60,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59
10:bd:18:c6:b7:a0,Sheridan Secure Access,-84,-85,-85,-85,-85,-84,-86,-87,-86,-85,-85,-86,-87,-86,-88,-86,-86,-86,-86,-85,-87
