70:0f:6a:de:c1:40,eduroam,-60,-61,-61,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,-65,-64,-64,-64,-64,-64,-63,-62,-62,-62,-63,-63,-63,-62,-62,-62
70:0f:6a:de:c1:40,Sheridan Secure Access,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-65,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-65,-65,-65,-65,-65
10:bd:18:c6:b7:a0,eduroam,-77,-79,-79,-79,-79,-78,-79,-78,-78,-78,-80,-80,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79
70:0f:6a:c8:29:40,Sheridan Secure Access,-78,-77,-77,-77,-77,-77,-77,-77,-77,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-76,-76,-76,-76,-76,-76,-76
70:0f:6a:de:ba:60,Sheridan Secure Access,-80,-80,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-80,-79,-79,-79,-79,-78
70:0f:6a:c8:29:40,eduroam,-75,-73,-73,-74,-73,-73,-73,-73,-73,-73
