24:f5:a2:eb:f3:25,-82,-83,-82,-83
00:cb:51:99:3b:0a,-89,-87
3c:7a:8a:fd:23:d8,-82,-68,-70
70:8b:cd:c8:b1:30,-62,-67,-68,-65,-68,-65,-66,-61,-69,-69,-68,-61,-67,-66,-65,-67,-68,-65,-67,-65,-66,-69,-68
2a:f5:a2:eb:f3:25,-85
b8:ee:0e:bb:02:da,-90,-89
18:90:d8:dc:2b:2d,-89,-87,-88,-88,-88,-89,-89,-89,-88,-88,-89,-88,-88,-89,-89,-89,-89,-88,-87,-89,-89,-90,-89,-90,-89,-88,-89,-88,-90,-88,-87,-88,-89
18:90:d8:dc:2b:2f,-80,-85,-85,-85,-85,-86
18:90:d8:dc:2b:2e,-55,-69,-72,-69,-64,-71,-70,-69,-73,-71,-69,-71,-73,-70,-71,-66,-70,-71,-69,-71,-68,-68,-69,-70,-70,-68,-68,-67,-89,-69,-71,-69,-69
b8:ee:0e:e4:c3:96,-89,-87,-88
f8:1d:0f:cf:e5:78,-85,-84
a8:9a:93:fd:fa:c6,-89,-89,-90
34:8a:ae:6b:5e:6f,-73,-81,-80,-80,-82,-80,-82,-80,-82,-82,-82,-82,-82,-81,-83,-82,-81,-82,-82,-82,-82,-82,-82,-82,-81,-82,-82,-82,-82,-81,-81,-82,-83,-82,-82
dc:fe:07:8c:bd:f8,-80,-79,-81,-80,-78,-80,-81,-80,-79,-80,-81,-77,-78,-78,-81,-81,-80,-81,-78,-79
b8:ee:0e:ba:fc:a2,-80,-79,-78,-85,-84,-86,-84,-81,-80,-80,-82,-79,-81,-78
34:8a:ae:6b:5e:6e,-62,-59,-62,-62,-58,-65,-59,-57,-59,-59,-60,-62,-61,-61,-60,-58,-61,-62,-62
88:a6:c6:7b:56:96,-88
18:60:24:d8:98:0a,-73,-76,-70,-73,-72,-70,-78,-67,-77,-75,-78,-73,-68,-72,-74,-73,-74,-72,-87,-79,-74,-79,-72,-80,-73,-78
5a:d7:75:f8:18:ed,-84
06:90:d8:dc:2b:2d,-90,-88,-87,-87,-88,-89,-87,-88,-88,-87,-88,-89,-87,-90,-88,-88,-89,-87,-87,-89,-89,-88,-88,-89,-89,-88,-89,-88,-88,-88,-87,-88,-88
00:cb:51:99:54:0a,-83,-82,-85,-85,-82,-83,-82,-86,-86,-82,-86,-82,-80,-84
6c:ca:08:bf:62:95,-92,-92,-90,-91,-92
18:d6:c7:4d:3b:ee,-68,-72,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-74,-74,-75,-75,-87,-74,-74,-74,-74,-74,-74,-74,-75,-74,-74,-74,-74,-74
50:c7:bf:a2:64:70,-90,-91,-90,-90,-90,-88,-89,-91,-89,-89,-90,-89,-89,-91,-90,-89,-88,-91,-90,-91,-90
18:d6:c7:4d:3b:ec,-60,-59,-59,-61,-59,-59,-58,-60,-59,-59,-60,-60,-60,-56,-56,-58,-59,-59,-59,-59,-58,-60,-59,-59,-60,-59,-59,-59,-59,-60,-59,-58
c4:09:38:6d:3b:09,-43,-38,-39,-41,-37,-40,-40,-39,-39,-37,-38,-38,-41,-36,-37,-38,-40,-40,-39,-38,-36,-38,-41,-41,-41,-39,-40,-36,-41,-39,-36,-40,-38,-39,-38
9c:c8:fc:2b:42:b2,-68,-70,-69,-71,-71,-68,-68,-71,-71,-71,-70
f8:ab:05:55:49:b6,-77,-73,-79,-74
5e:ba:ba:75:e1:fb,-88,-86,-75,-88
44:e9:dd:4f:50:ea,-77,-76,-89,-75,-75,-79,-76,-80,-78,-77,-79,-80,-80,-79,-78,-78,-78,-77,-76,-77,-79,-76,-76,-74
a0:63:91:b7:09:90,-88,-90,-89,-90,-89,-88,-88,-88,-86,-85,-87,-86,-89,-85
f0:82:61:46:9e:a9,-76,-78,-75,-77,-77,-79,-76,-78,-79,-79,-78,-78,-77,-78,-80,-78,-84,-77
3c:90:66:d0:50:a6,-89
54:64:d9:f7:ac:50,-69,-80,-74,-76,-80,-76,-79
00:23:6a:75:42:66,-80,-89,-89,-70,-87,-78,-80,-80,-68,-78,-76,-79
92:72:82:f2:08:76,-91,-90,-90,-90,-90
