18:90:d8:dc:2b:2e,-72,-79,-73,-73,-72,-69,-71,-76,-72,-74,-77,-75,-77,-68,-72,-73
34:8a:ae:6b:5e:6e,-74,-75,-81,-75,-74,-77,-76,-75,-73
18:d6:c7:4d:3b:ec,-67,-63,-59,-61,-61,-59,-61,-60,-61,-59,-59,-59,-59,-60,-61,-58,-61,-59,-60,-60,-60,-60,-60,-60,-64,-60,-59,-60,-59,-60,-60
c4:09:38:6d:3b:09,-58,-55,-54,-59,-51,-52,-53,-53,-55,-55,-56,-55,-54,-54,-55,-54,-55,-56,-54,-54,-53,-54,-53,-55,-56,-54,-54,-55,-56,-53,-53,-55,-52,-52,-55
f8:ab:05:4f:90:86,-72,-59,-67,-59,-60,-61,-57,-60,-59,-58,-58,-61,-59,-60,-63,-61,-58,-59,-59,-59,-62,-59,-62,-60,-63,-62,-60,-61
C2:3B:C4:50:F8:6B,-89,-88,-91,-92,-91,-91,-90,-90,-94,-94,-91
CF:27:BE:19:4E:31,-79,-78,-88,-78,-91,-90,-91,-91,-83,-87,-86,-82,-89,-89,-89,-90,-85,-85,-90,-95,-96,-89
CA:D9:80:DE:59:61,-78,-70,-65,-70,-69,-76,-76,-73,-73,-75,-74,-75,-74,-74,-74,-76,-75,-74,-74,-74,-74,-72,-72,-74,-74,-73,-75,-75,-73,-75,-76,-76,-75
CE:F1:1F:F8:97:20,-72,-80,-75,-70,-73,-72,-72,-72,-72,-72,-70,-70,-70,-71,-71,-74,-73,-73,-74,-75,-76,-74,-75,-71,-70,-71,-71,-71,-70,-73,-73,-70
DF:5A:33:2A:96:47,-87,-90,-92,-91,-95,-94,-94,-97,-98,-100,-94
DB:4F:6E:19:A2:52,-96,-90,-87,-94,-90,-98,-98,-94,-93,-97,-98,-98,-93,-97,-97,-91,-91,-94,-91,-93,-95,-93,-92
FC:B0:61:E1:7F:E2,-67,-65,-68,-87,-62,-62,-62,-75,-74,-71,-71,-71,-67,-67,-67,-67,-68,-62,-62,-62,-62,-62,-62,-71,-75,-77,-66,-67,-67,-62,-61,-61,-62,-61,-75
C2:3B:C4:50:F8:6B,-89,-88,-91,-92,-91,-91,-90,-90,-94,-94,-91
CF:27:BE:19:4E:31,-79,-78,-88,-78,-91,-90,-91,-91,-83,-87,-86,-82,-89,-89,-89,-90,-85,-85,-90,-95,-96,-89
CA:D9:80:DE:59:61,-78,-70,-65,-70,-69,-76,-76,-73,-73,-75,-74,-75,-74,-74,-74,-76,-75,-74,-74,-74,-74,-72,-72,-74,-74,-73,-75,-75,-73,-75,-76,-76,-75
CE:F1:1F:F8:97:20,-72,-80,-75,-70,-73,-72,-72,-72,-72,-72,-70,-70,-70,-71,-71,-74,-73,-73,-74,-75,-76,-74,-75,-71,-70,-71,-71,-71,-70,-73,-73,-70
DF:5A:33:2A:96:47,-87,-90,-92,-91,-95,-94,-94,-97,-98,-100,-94
DB:4F:6E:19:A2:52,-96,-90,-87,-94,-90,-98,-98,-94,-93,-97,-98,-98,-93,-97,-97,-91,-91,-94,-91,-93,-95,-93,-92
FC:B0:61:E1:7F:E2,-67,-65,-68,-87,-62,-62,-62,-75,-74,-71,-71,-71,-67,-67,-67,-67,-68,-62,-62,-62,-62,-62,-62,-71,-75,-77,-66,-67,-67,-62,-61,-61,-62,-61,-75
