C2:3B:C4:50:F8:6B,-62,-61,-61,-61,-61,-62,-64,-66,-68,-67,-67,-67,-66,-66,-66,-66,-67,-68,-67,-67,-67,-67,-66,-67
DF:5A:33:2A:96:47,-81,-81,-82,-82,-82,-83,-84,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85,-84,-84,-84,-84,-84,-84,-84,-84
DB:4F:6E:19:A2:52,-83,-83,-82,-82,-82,-83,-84,-84,-84,-84,-84,-85,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-85,-85,-85,-85
