C2:3B:C4:50:F8:6B,-87,-83,-82,-83,-82,-83,-82,-82,-82,-81,-81,-80,-80,-80,-80,-80,-81,-81,-80,-80,-80,-80,-80,-80
DF:5A:33:2A:96:47,-69,-75,-76,-75,-73,-73,-73,-72,-72,-71,-72,-72,-73,-73,-73,-72,-72,-72,-72,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71
DB:4F:6E:19:A2:52,-79,-81,-82,-81,-82,-83,-84,-84,-86,-86,-86,-85,-85,-85,-84,-84,-84,-84,-84,-84,-85,-85,-85,-84
